ORI,PUB_AGENCY_NAME,AGENCY_TYPE_NAME,STATE_ABBR
VA0230000,Craig,County,VA
VA0240000,Culpeper,County,VA
VA0240100,Culpeper,City,VA
VA0250000,Cumberland,County,VA
VA0260000,Dickenson,County,VA
VA0270000,Dinwiddie,County,VA
VA027SP00,State Police:,State Police,VA
VA0280000,Essex,County,VA
VA0290100,Fairfax County Police Department,County,VA
VA0290200,Herndon,City,VA
VA0290300,Vienna,City,VA
VA0290400,George Mason University,University or College,VA
VA0290500,Northern Virginia Community College,University or College,VA
VA029SP00,State Police:,State Police,VA
VA0300000,Fauquier,County,VA
VA0300200,Warrenton,City,VA
VA030SP00,State Police:,State Police,VA
VA0310000,Floyd,County,VA
VA0320000,Fluvanna,County,VA
VA0330000,Franklin,County,VA
VA0330100,Rocky Mount,City,VA
VA0330300,Ferrum College,University or College,VA
VA0340000,Frederick,County,VA
VA034SP00,State Police:,State Police,VA
VA0350000,Giles,County,VA
VA0350200,Pearisburg,City,VA
VA0350400,Rich Creek,City,VA
VA0360000,Gloucester,County,VA
VA0370000,Goochland,County,VA
VA037SP00,State Police:,State Police,VA
VA0380000,Grayson,County,VA
VA0390000,Greene,County,VA
VA039SP00,State Police:,State Police,VA
VA0400000,Greensville,County,VA
VA0400100,Emporia,City,VA
VA0410000,Halifax,County,VA
VA041SP00,State Police:,State Police,VA
VA0420000,Hanover,County,VA
VA0420100,Ashland,City,VA
VA042SP00,State Police:,State Police,VA
VA0430100,Henrico County Police Department,County,VA
VA0430300,Alcoholic Beverage Control Commission,Other State Agency,VA
VA0430700,J. Sargeant Reynolds Community College,University or College,VA
VA0440000,Henry,County,VA
VA0450000,Highland,County,VA
VA0460100,Smithfield,City,VA
VA0470100,James City County Police Department,County,VA
VA0480000,King and Queen,County,VA
VA0490000,King George,County,VA
VA0500000,King William,County,VA
VA0500200,West Point,City,VA
VA0510000,Lancaster,County,VA
VA0530000,Loudoun,County,VA
VA0530100,Leesburg,City,VA
VA0530200,Middleburg,City,VA
VA0530300,Purcellville,City,VA
VA0540000,Louisa,County,VA
VA0550100,Kenbridge,City,VA
VA0560000,Madison,County,VA
VA0570000,Mathews,County,VA
VA0580000,Mecklenburg,County,VA
VA0580300,Clarksville,City,VA
VA0580400,La Crosse,City,VA
VA0590000,Middlesex,County,VA
VA0600000,Montgomery,County,VA
VA0600100,Blacksburg,City,VA
VA0600300,Christiansburg,City,VA
VA0600400,Virginia Polytechnic Institute and State University,University or College,VA
VA0620000,Nelson,County,VA
VA0630000,New Kent,County,VA
VA0650000,Northampton,County,VA
VA0650100,Cape Charles,City,VA
VA0650200,Exmore,City,VA
VA0660000,Northumberland,County,VA
VA0670100,Blackstone,City,VA
VA0670200,Crewe,City,VA
VA0680000,Orange,County,VA
VA0680100,Orange,City,VA
VA0680200,Gordonsville,City,VA
VA0690000,Page,County,VA
VA0690300,Stanley,City,VA
VA0700000,Patrick,County,VA
VA0710000,Pittsylvania,County,VA
VA071SP00,State Police:,State Police,VA
VA0720000,Powhatan,County,VA
VA072SP00,State Police:,State Police,VA
VA0730000,Prince Edward,County,VA
VA0730100,Farmville,City,VA
VA0730200,Longwood University,University or College,VA
VA0740100,Prince George County Police Department,County,VA
VA0750100,Manassas,City,VA
VA0750200,Manassas Park,City,VA
VA0750300,Prince William County Police Department,County,VA
VA0750400,Quantico,City,VA
VA0750600,Dumfries,City,VA
VA0750700,Occoquan,City,VA
VA075SP00,State Police:,State Police,VA
VA0770000,Pulaski,County,VA
VA0770100,Pulaski,City,VA
VA0780000,Rappahannock,County,VA
VA0790000,Richmond,County,VA
VA079SP00,State Police:,State Police,VA
VA0800100,Salem,City,VA
VA0800200,Vinton,City,VA
VA0800300,Roanoke County Police Department,County,VA
VA080S100,State Police:,State Police,VA
VA0810000,Rockbridge,County,VA
VA0810200,Lexington,City,VA
VA0810300,Virginia Military Institute,University or College,VA
VA081SP00,State Police:,State Police,VA
VA0820000,Rockingham,County,VA
VA0820300,Dayton,City,VA
VA0820500,Grottoes,City,VA
VA0820600,James Madison University,University or College,VA
VA082SP00,State Police:,State Police,VA
VA0830000,Russell,County,VA
VA0830100,Lebanon,City,VA
VA0840000,Scott,County,VA
VA0850000,Shenandoah,County,VA
VA0850200,Mount Jackson,City,VA
VA0850300,Woodstock,City,VA
VA0850400,Strasburg,City,VA
VA0850500,New Market,City,VA
VA0860000,Smyth,County,VA
VA0860100,Marion,City,VA
VA0860300,Chilhowie,City,VA
VA086SP00,State Police:,State Police,VA
VA0870000,Southampton,County,VA
VA087SP00,State Police:,State Police,VA
VA0880000,Spotsylvania,County,VA
VA0880300,Germanna Community College,University or College,VA
VA088SP00,State Police:,State Police,VA
VA0890000,Stafford,County,VA
VA0900000,Surry,County,VA
VA090SP00,State Police:,State Police,VA
VA0910000,Sussex,County,VA
VA0910400,Waverly,City,VA
VA0920000,Tazewell,County,VA
VA0920100,Bluefield,City,VA
VA0920300,Richlands,City,VA
VA0920400,Tazewell,City,VA
VA0920500,Cedar Bluff,City,VA
VA092SP00,State Police:,State Police,VA
VA0930000,Warren,County,VA
VA0930100,Front Royal,City,VA
VA0940000,Washington,County,VA
VA0940100,Abingdon,City,VA
VA0940300,Glade Spring,City,VA
VA094049E,Emory and Henry College,University or College,VA
VA094SP00,State Police:,State Police,VA
VA0950000,Westmoreland,County,VA
VA0950100,Colonial Beach,City,VA
VA095SP00,State Police:,State Police,VA
VA0960000,Wise,County,VA
VA0960100,Appalachia,City,VA
VA0960200,Big Stone Gap,City,VA
VA0960300,Coeburn,City,VA
VA0960600,Wise,City,VA
VA0970000,Wythe,County,VA
VA0970100,Wytheville,City,VA
VA097SP00,State Police:,State Police,VA
VA0980000,York,County,VA
VA0980100,Poquoson,City,VA
VA0990000,Alexandria,City,VA
VA1000000,Bristol,City,VA
VA1020000,Charlottesville,City,VA
VA1030000,Chesapeake,City,VA
VA103SP00,State Police:,State Police,VA
VA1040000,Clifton Forge,City,VA
VA1050000,Colonial Heights,City,VA
VA1060000,Covington,City,VA
VA1070000,Danville,City,VA
VA1075000,Fairfax City,City,VA
VA1080000,Falls Church,City,VA
VA1085000,Franklin,City,VA
VA1090000,Fredericksburg,City,VA
VA1090100,University of Mary Washington,University or College,VA
VA1100000,Galax,City,VA
VA1110000,Hampton,City,VA
VA1110300,Thomas Nelson Community College,University or College,VA
VA1110400,Hampton University,University or College,VA
VA1120000,Harrisonburg,City,VA
VA112SP00,State Police:,State Police,VA
VA1130000,Hopewell,City,VA
VA1140000,Lynchburg,City,VA
VA1150000,Martinsville,City,VA
VA1160000,Newport News,City,VA
VA1160400,Christopher Newport University,University or College,VA
VA116SP00,State Police:,State Police,VA
VA1170000,Norfolk,City,VA
VA1170400,Norfolk State University,University or College,VA
VA1180000,Norton,City,VA
VA1190000,Petersburg,City,VA
VA1190200,Virginia State University,University or College,VA
VA1190300,Central State Hospital,Other State Agency,VA
VA1200000,Portsmouth,City,VA
VA1210000,Radford,City,VA
VA1220000,Richmond,City,VA
VA1220300,Virginia State Capitol,Other State Agency,VA
VA1220400,Richmond International Airport,Other,VA
VA1220500,Department of Game and Inland Fisheries,Other State Agency,VA
VA122SP00,State Police:,State Police,VA
VA1230000,Roanoke,City,VA
VA1260000,Staunton,City,VA
VA1270000,Suffolk,City,VA
VA1280000,Virginia Beach,City,VA
VA128SP00,State Police:,State Police,VA
VA1290000,Waynesboro,City,VA
VA1300000,Williamsburg,City,VA
VA1300100,College of William and Mary,University or College,VA
VA1300200,Radford University,University or College,VA
VA1300300,Virginia Commonwealth University,University or College,VA
VA1300400,University of Richmond,University or College,VA
VA1300700,Old Dominion University,University or College,VA
VA1300900,Norfolk Airport Authority,Other,VA
VA1310000,Winchester,City,VA
VA131SP00,State Police:,State Police,VA
VADPP0000,Pentagon Force Protection Agency,Federal,FS
VAFBINF00,Federal Bureau of Investigation,Federal,VA
VAFBIRH00,Federal Bureau of Investigation,Federal,VA
VAMWA0000,Reagan National Airport,Other,VA
VT0010200,Middlebury,City,VT
VT0010300,Vergennes,City,VT
VT0020100,Bennington,City,VT
VT0020400,Manchester,City,VT
VT0020800,Winhall,City,VT
VT0030000,Caledonia,County,VT
VT0030100,Hardwick,City,VT
VT0030200,Lyndonville,City,VT
VT0030300,St. Johnsbury,City,VT
VT0040000,Chittenden,County,VT
VT0040100,Burlington,City,VT
VT0040200,Essex,City,VT
VT0040300,South Burlington,City,VT
VT0040400,Winooski,City,VT
VT0040500,Colchester,City,VT
VT0040600,Milton,City,VT
VT0040700,Shelburne,City,VT
VT0041000,Williston,City,VT
VT0041100,University of Vermont,University or College,VT
VT0041200,Hinesburg,City,VT
VT0060000,Franklin,County,VT
VT0060100,St. Albans,City,VT
VT0060300,Swanton,City,VT
VT0070000,Grand Isle,County,VT
VT0080000,Lamoille,County,VT
VT0080100,Morristown,City,VT
VT0080200,Stowe,City,VT
VT0090000,Orange,County,VT
VT0090100,Randolph,City,VT
VT0100100,Newport,City,VT
VT0110000,Rutland,County,VT
VT0110100,Brandon,City,VT
VT0110200,Rutland,City,VT
VT0110300,Castleton,City,VT
VT0110400,Fair Haven,City,VT
VT0120100,Barre,City,VT
VT0120200,Montpelier,City,VT
VT0120300,Northfield,City,VT
VT0120500,Barre Town,City,VT
VT0120600,Berlin,City,VT
VT0130000,Windham,County,VT
VT0130100,Bellows Falls,City,VT
VT0130200,Brattleboro,City,VT
VT0130500,Dover,City,VT
VT0140100,Ludlow,City,VT
VT0140200,Springfield,City,VT
VT0140300,Hartford,City,VT
VT0140400,Windsor,City,VT
VT0140500,Woodstock,City,VT
VT0140600,Chester,City,VT
VTDFW0000,Fish and Wildlife Department,Other State Agency,VT
VTVSP0200,State Police:,State Police,VT
VTVSP0300,State Police:,State Police,VT
VTVSP0400,State Police:,State Police,VT
VTVSP0500,Vermont State Police Headquarters Bureau of Criminal Investigations,State Police,VT
VTVSP0600,State Police:,State Police,VT
VTVSP0700,State Police:,State Police,VT
VTVSP0800,State Police:,State Police,VT
VTVSP0900,State Police:,State Police,VT
VTVSP1000,State Police:,State Police,VT
VTVSP1100,State Police:,State Police,VT
VTVSP1200,State Police:,State Police,VT
VTVSP1300,State Police:,State Police,VT
WA0010000,Adams,County,WA
WA0010100,Othello,City,WA
WA0010200,Ritzville,City,WA
WA0020000,Asotin,County,WA
WA0020100,Clarkston,City,WA
WA0030000,Benton,County,WA
WA0030100,Kennewick,City,WA
WA0030200,Richland,City,WA
WA0030300,Prosser,City,WA
WA0030500,West Richland,City,WA
WA0040000,Chelan,County,WA
WA0040200,Chelan,City,WA
WA0040400,Wenatchee,City,WA
WA0050000,Clallam,County,WA
WA0050100,Port Angeles,City,WA
WA0050200,Forks,City,WA
WA0050300,Sequim,City,WA
WA0060000,Clark,County,WA
WA0060100,Battle Ground,City,WA
WA0060200,Camas,City,WA
WA0060300,Vancouver,City,WA
WA0060400,Washougal,City,WA
WA0060500,Ridgefield,City,WA
WA0060600,La Center,City,WA
WA0061000,Washington State University:,University or College,WA
WA0070000,Columbia,County,WA
WA0070100,Dayton,City,WA
WA0080000,Cowlitz,County,WA
WA0080100,Kelso,City,WA
WA0080200,Longview,City,WA
WA0080300,Castle Rock,City,WA
WA0080400,Kalama,City,WA
WA0080500,Woodland,City,WA
WA0090000,Douglas,County,WA
WA0090200,East Wenatchee,City,WA
WA0100100,Republic,City,WA
WA0110000,Franklin,County,WA
WA0110100,Connell,City,WA
WA0110200,Pasco,City,WA
WA0120000,Garfield,County,WA
WA0130000,Grant,County,WA
WA0130100,Ephrata,City,WA
WA0130200,Moses Lake,City,WA
WA0130300,Quincy,City,WA
WA0130400,Soap Lake,City,WA
WA0130500,Coulee City,City,WA
WA0130700,Grand Coulee,City,WA
WA0140000,Grays Harbor,County,WA
WA0140100,Aberdeen,City,WA
WA0140200,Elma,City,WA
WA0140300,Hoquiam,City,WA
WA0140500,Montesano,City,WA
WA0140800,Ocean Shores,City,WA
WA0140900,Westport,City,WA
WA0150000,Island,County,WA
WA0150100,Oak Harbor,City,WA
WA0160000,Jefferson,County,WA
WA0160100,Port Townsend,City,WA
WA0170000,King,County,WA
WA0170100,Auburn,City,WA
WA0170200,Bellevue,City,WA
WA0170300,Bothell,City,WA
WA0170400,Enumclaw,City,WA
WA0170600,Issaquah,City,WA
WA0170700,Kent,City,WA
WA0170800,Kirkland,City,WA
WA0170900,Mercer Island,City,WA
WA0171000,Normandy Park,City,WA
WA0171100,North Bend,City,WA
WA0171200,Redmond,City,WA
WA0171300,Renton,City,WA
WA0171400,Algona,City,WA
WA0171500,Black Diamond,City,WA
WA0171600,Carnation,City,WA
WA0171700,Des Moines,City,WA
WA0172000,Medina,City,WA
WA0172100,Pacific,City,WA
WA0172200,Snoqualmie,City,WA
WA0172300,Tukwila,City,WA
WA0172400,University of Washington,University or College,WA
WA0172600,Lake Forest Park,City,WA
WA0173200,Port of Seattle,Other,WA
WA0173600,Federal Way,City,WA
WA0173700,SeaTac,City,WA
WA0174000,Woodinville,City,WA
WA0174100,Burien,City,WA
WA0174200,Newcastle,City,WA
WA0174300,Shoreline,City,WA
WA0174700,Maple Valley,City,WA
WA0174800,Covington,City,WA
WA0174900,Kenmore,City,WA
WA0175000,Sammamish,City,WA
WA0180000,Kitsap,County,WA
WA0180100,Bremerton,City,WA
WA0180400,Port Orchard,City,WA
WA0180500,Poulsbo,City,WA
WA0180700,Bainbridge Island,City,WA
WA0190000,Kittitas,County,WA
WA0190100,Ellensburg,City,WA
WA0190600,Kittitas,City,WA
WA0190800,Central Washington University,University or College,WA
WA0200000,Klickitat,County,WA
WA0200100,Goldendale,City,WA
WA0200200,Bingen,City,WA
WA0200600,White Salmon,City,WA
WA0210000,Lewis,County,WA
WA0210100,Centralia,City,WA
WA0210200,Chehalis,City,WA
WA0210300,Morton,City,WA
WA0210400,Mossyrock,City,WA
WA0210700,Napavine,City,WA
WA0211200,Winlock,City,WA
WA0220000,Lincoln,County,WA
WA0220200,Wilbur,City,WA
WA0230000,Mason,County,WA
WA0230400,Shelton,City,WA
WA0240000,Okanogan,County,WA
WA0240300,Omak,City,WA
WA0240400,Oroville,City,WA
WA0240600,Tonasket,City,WA
WA0250000,Pacific,County,WA
WA0250100,Raymond,City,WA
WA0250200,South Bend,City,WA
WA0250400,Long Beach,City,WA
WA0260000,Pend Oreille,County,WA
WA0260200,Newport,City,WA
WA0270000,Pierce,County,WA
WA0270100,Puyallup,City,WA
WA0270200,Sumner,City,WA
WA0270300,Tacoma,City,WA
WA0270400,Buckley,City,WA
WA0270500,Eatonville,City,WA
WA0270700,Fife,City,WA
WA0270900,Milton,City,WA
WA0271100,Steilacoom,City,WA
WA0271300,Orting,City,WA
WA0271400,Bonney Lake,City,WA
WA0271600,Dupont,City,WA
WA0271700,Fircrest,City,WA
WA0271800,Gig Harbor,City,WA
WA0271900,Ruston,City,WA
WA0272300,Lakewood,City,WA
WA0272400,University Place,City,WA
WA0272500,Edgewood,City,WA
WA0280000,San Juan,County,WA
WA0290000,Skagit,County,WA
WA0290100,Anacortes,City,WA
WA0290200,Mount Vernon,City,WA
WA0290300,Sedro Woolley,City,WA
WA0290400,Burlington,City,WA
WA0300000,Skamania,County,WA
WA0300100,North Bonneville,City,WA
WA0310000,Snohomish,County,WA
WA0310100,Arlington,City,WA
WA0310200,Edmonds,City,WA
WA0310300,Everett,City,WA
WA0310400,Lynnwood,City,WA
WA0310500,Marysville,City,WA
WA0310600,Mountlake Terrace,City,WA
WA0310700,Snohomish,City,WA
WA0310800,Brier,City,WA
WA0310900,Darrington,City,WA
WA0311100,Granite Falls,City,WA
WA0311200,Monroe,City,WA
WA0311300,Mukilteo,City,WA
WA0311400,Stanwood,City,WA
WA0311500,Sultan,City,WA
WA0311600,Woodway,City,WA
WA0311800,Index,City,WA
WA0311900,Lake Stevens,City,WA
WA0312100,Mill Creek,City,WA
WA0320000,Spokane,County,WA
WA0320100,Cheney,City,WA
WA0320400,Spokane,City,WA
WA0320600,Airway Heights,City,WA
WA0320900,Eastern Washington University,University or College,WA
WA0321300,Liberty Lake,City,WA
WA0321500,Spokane Valley,City,WA
WA0330000,Stevens,County,WA
WA0330300,Kettle Falls,City,WA
WA0330600,Springdale,City,WA
WA0340000,Thurston,County,WA
WA0340100,Olympia,City,WA
WA0340200,Tumwater,City,WA
WA0340400,Lacey,City,WA
WA0340800,Tenino,City,WA
WA0340900,Yelm,City,WA
WA0341900,Evergreen State College,University or College,WA
WA0360000,Walla Walla,County,WA
WA0360100,Walla Walla,City,WA
WA0360200,College Place,City,WA
WA0370000,Whatcom,County,WA
WA0370100,Bellingham,City,WA
WA0370200,Blaine,City,WA
WA0370400,Ferndale,City,WA
WA0370500,Lynden,City,WA
WA0370800,Western Washington University,University or College,WA
WA037100X,Lummi Tribal,Tribal,WA
WA0380000,Whitman,County,WA
WA0380100,Colfax,City,WA
WA0380300,Pullman,City,WA
WA0380500,Washington State University:,University or College,WA
WA0380700,Garfield,City,WA
WA0380900,Palouse,City,WA
WA0381400,Oakesdale,City,WA
WA0381500,Tekoa,City,WA
WA0390000,Yakima,County,WA
WA0390200,Sunnyside,City,WA
WA0390300,Toppenish,City,WA
WA0390400,Union Gap,City,WA
WA0390500,Yakima,City,WA
WA0390600,Zillah,City,WA
WA0391100,Selah,City,WA
WA0391200,Tieton,City,WA
WA0391300,Wapato,City,WA
WADI05900,Lummi Tribal,Tribal,WA
WAFBISE00,Federal Bureau of Investigation,Federal,WA
WASPD0000,Seattle,City,WA
WAWSP0000,Washington State Patrol,State Police,WA
WI0020000,Ashland,County,WI
WI0020100,Ashland,City,WI
WI0030000,Barron,County,WI
WI0030100,Rice Lake,City,WI
WI0030200,Barron,City,WI
WI0050000,Brown,County,WI
WI0050200,Green Bay,City,WI
WI0050700,University of Wisconsin:,University or College,WI
WI0050800,Ashwaubenon,City,WI
WI0070000,Burnett,County,WI
WI0070200,Siren,City,WI
WI0080000,Calumet,County,WI
WI0080300,Brillion,City,WI
WI0090000,Chippewa,County,WI
WI0090100,Chippewa Falls,City,WI
WI0100000,Clark,County,WI
WI0110000,Columbia,County,WI
WI0110200,Wisconsin Dells,City,WI
WI0120100,Prairie du Chien,City,WI
WI0130000,Dane,County,WI
WI0130100,Madison,City,WI
WI0130200,Middleton,City,WI
WI0130500,Stoughton,City,WI
WI0130600,Sun Prairie,City,WI
WI0130800,University of Wisconsin:,University or College,WI
WI0131000,Town of Madison,City,WI
WI0131300,Cross Plains,City,WI
WI0131600,Marshall Village,City,WI
WI0131900,Cottage Grove,City,WI
WI0137000,Fitchburg,City,WI
WI0137300,McFarland,City,WI
WI0137700,Waunakee,City,WI
WI0140000,Dodge,County,WI
WI0140100,Beaver Dam,City,WI
WI0140400,Juneau,City,WI
WI0140500,Mayville,City,WI
WI0140900,Waupun,City,WI
WI0150100,Sturgeon Bay,City,WI
WI0160000,Douglas,County,WI
WI0160500,University of Wisconsin:,University or College,WI
WI0170100,Menomonie,City,WI
WI0170600,University of Wisconsin:,University or College,WI
WI0180000,Eau Claire,County,WI
WI0180100,Eau Claire,City,WI
WI0180500,University of Wisconsin:,University or College,WI
WI0200000,Fond du Lac,County,WI
WI0200100,Fond du Lac,City,WI
WI0200200,Ripon,City,WI
WI0200400,North Fond du Lac,City,WI
WI0220000,Grant,County,WI
WI0220300,Fennimore,City,WI
WI0220400,Lancaster,City,WI
WI0220500,Platteville,City,WI
WI0221200,Muscoda,City,WI
WI0221400,University of Wisconsin:,University or College,WI
WI0230000,Green,County,WI
WI0230100,Monroe,City,WI
WI0230200,Brodhead,City,WI
WI0240000,Green Lake,County,WI
WI0240100,Berlin,City,WI
WI0250000,Iowa,County,WI
WI0280200,Jefferson,City,WI
WI0280300,Watertown,City,WI
WI0280400,Lake Mills,City,WI
WI0280700,Waterloo,City,WI
WI0290000,Juneau,County,WI
WI0300000,Kenosha,County,WI
WI0300100,Kenosha,City,WI
WI0300300,University of Wisconsin:,University or College,WI
WI0310000,Kewaunee,County,WI
WI0310100,Algoma,City,WI
WI0310200,Kewaunee,City,WI
WI0310400,Luxemburg,City,WI
WI0320000,La Crosse,County,WI
WI0320100,La Crosse,City,WI
WI0320200,Onalaska,City,WI
WI0320600,Campbell Township,City,WI
WI0320700,Holmen,City,WI
WI0320800,University of Wisconsin:,University or College,WI
WI0330300,Darlington,City,WI
WI0350000,Lincoln,County,WI
WI0350100,Merrill,City,WI
WI0350200,Tomahawk,City,WI
WI0360000,Manitowoc,County,WI
WI0360100,Manitowoc,City,WI
WI0370000,Marathon,County,WI
WI0370300,Wausau,City,WI
WI0371300,Everest Metropolitan,City,WI
WI0380100,Marinette,City,WI
WI0410000,Milwaukee,County,WI
WI0410100,Bayside,City,WI
WI0410200,Brown Deer,City,WI
WI0410300,Cudahy,City,WI
WI0410600,Glendale,City,WI
WI0410700,Greendale,City,WI
WI0410800,Greenfield,City,WI
WI0411000,Oak Creek,City,WI
WI0411400,South Milwaukee,City,WI
WI0411500,Wauwatosa,City,WI
WI0411600,West Allis,City,WI
